"text","created_at"
"@Jaydeeroux See yah puhon ampings dha :)","2020-05-25T09:18:41.000Z"
"sensui🥺 https://t.co/FervRhORZC","2020-05-25T09:18:41.000Z"
"kagwapaa bayot oiii https://t.co/HBWEN3qpbQ","2020-05-25T09:18:41.000Z"
"Sana kahit ngayon lang sabihin mong mag i'Stay ka hshshshshs🥺","2020-05-25T09:18:41.000Z"
"I LOVE IT B!!!

#BaekhyunOurCandy 
#BAEKHYUN_하프밀리언_축하해 
#BAEKHYUN_Candy
#BAEKHYUN  #백현  
#EXO @B_hundred_Hyun @weareoneEXO https://t.co/Ed2oo70ZlD","2020-05-25T09:18:42.000Z"
"Wala bang mag aayang date Jan?","2020-05-25T09:18:46.000Z"
"followed. tyy https://t.co/Q6UG4uEu4M","2020-05-25T09:18:49.000Z"
"@gmawowowin 0⃣9⃣3⃣0⃣  3⃣1⃣8⃣  8⃣6⃣8⃣1⃣
MARIPOL SEBASTIAN 
LAS PIÑAS CITY 
#Shopee #Frontrow 
#Gencee #Plemex
#ShopeePhilippinesShopeeShake","2020-05-25T09:18:49.000Z"
"🥺❤️ https://t.co/YKad0IFbMc","2020-05-25T09:18:51.000Z"
"A very fvckin mood. Hays https://t.co/H1iaUxLp4P","2020-05-25T09:18:52.000Z"
"@GreyHuMin Yan ung nagkagulo buong Twitter World dba? 😏","2020-05-25T09:18:52.000Z"
"@laguda_john Yieeee😁 nahhh yah!! Chouuurrr","2020-05-25T09:18:52.000Z"
"The future looks grim
But I'm not there yet
Ah, coping mechanisms","2020-05-25T09:18:53.000Z"
"Awan nukwa bibyang ko kadakayon a. Uray pinaglalaglagan dak. Wag kayong maissue. 😂","2020-05-25T09:18:53.000Z"
"Kapag ba madami kang ini-entertain cheating na 'yown?","2020-05-25T09:18:54.000Z"
"kaigang ba","2020-05-25T09:18:56.000Z"
"@Ibyangmagtaas takot siya ih HAHAHAHAHA ikot kabilang kanto a 😆","2020-05-25T09:18:56.000Z"
"si loki bala didto nag hapa tubang sang mga alak jusmiyo like father like son?","2020-05-25T09:18:56.000Z"
"@berisokobiee sa inner self ko kase!!! AHAHAHAHHAHA","2020-05-25T09:18:56.000Z"
"L 💙 https://t.co/8kxH9wvpP1","2020-05-25T09:18:56.000Z"
"SOON-TO-BE MILLION SELLER BYUN BAEKHYUN HERE WE GO 🤘😍 @weareoneEXO https://t.co/2LzOTYgeI6","2020-05-25T09:18:58.000Z"
"@aeiou_abie Punta us kina julqszx now na","2020-05-25T09:18:58.000Z"
"Mga baliw!!trending yung BARBER NA SI MAYMAY🤣
#MayWard https://t.co/HpqurJftbc","2020-05-25T09:18:59.000Z"
"napasarap gulots ko amp","2020-05-25T09:19:00.000Z"
"SPOTIFY - CANDY

https://t.co/kT5l301Jtl

#백현  #BAEKHYUN  #엑소 #EXO #weareoneEXO #Delight  #Candy #BAEKHYUN_Candy  #큥이_에리_기가막힌_케미스트리 https://t.co/AUPcohTRcT","2020-05-25T09:18:59.000Z"
"i'm just a hoe kind sir 
#HollywoodNetflix https://t.co/0T7h1mOjbP","2020-05-25T09:19:00.000Z"
"LORD HIS VOCAL HIS VISUAL AND HIS MOVES MY GOD I CAN'T BREATHE HE'S TOO DAMN FINE

#BAEKHYUN_Candy","2020-05-25T09:19:01.000Z"
"Hahaha pag ako nakahawak ng gunting nako","2020-05-25T09:19:06.000Z"
"Pagsasaktan ka na lang talaga ng ulo 🤯😪 https://t.co/tPMRX5xVjF","2020-05-25T09:19:08.000Z"
"Today's output for DepEd EdTech Webinar (Advanced OER - LMS)

#WeAreOneDepEd #SulongEdukalidad #DigitalRisePH https://t.co/So50Bt7dyC","2020-05-25T09:19:08.000Z"
"It is official. I have finished my book. Gagraduate na ako. 🥳 https://t.co/KZ3zpK9LwT","2020-05-25T09:19:08.000Z"
"Im getting emotional over this new enozi ep. huhuhuhu. These babies are all grown ups now! Huhu","2020-05-25T09:19:11.000Z"
"Time na guro ni para mag watch sa mga gipang recommend niya na kdrama aron makarelate nakos iyang shared post 😋","2020-05-25T09:19:12.000Z"
"https://t.co/AdKt0pSAwL","2020-05-25T09:19:19.000Z"
"@kawwaaaa Si manong guard sa pru kawa 😝","2020-05-25T09:19:22.000Z"
"@direk_urie Uy boston kreme 😭","2020-05-25T09:19:22.000Z"
"What's good today? Hehe i just made a papaya shake. Tinry ko na yung blender na bigay ng company. And sarap nun besh.","2020-05-25T09:19:22.000Z"
"Mask on amd stay safe! 
#whenInEcq 
#errands @ SM Cinema Marilao https://t.co/FnFHm0OcdO","2020-05-25T09:19:22.000Z"
"di nanaman ako makakatulog mamayang gabi ahhhaa","2020-05-25T09:19:24.000Z"
"Ang tagal ng service ko ah.","2020-05-25T09:19:25.000Z"
"Uy! Ang init.","2020-05-25T09:19:25.000Z"
"Dear Pampers, pakidakoa daw ang label kung taped ba or pants ang diaper kay kung among bana maoy mag-grocery magpataka ra ug punit.","2020-05-25T09:19:26.000Z"
"Bakit di ko mahanap yung manga na 'yon, saan tinago 'yonnnnnnnnnnnnn :&lt;","2020-05-25T09:19:28.000Z"
"di ko na naman makita salamin ko, san ko na naman ba kase pinatong 🙃","2020-05-25T09:19:28.000Z"
"para na naman akong tangang tumatawa magisa habang nanonood hahagahahaha","2020-05-25T09:19:29.000Z"
"#TutokToWinSaWowowin  09668095565 blk 4 lot 7 ssbrigade western bicutan taguig city","2020-05-25T09:19:29.000Z"
"@sheenxinshin @ByunGogh_ UNG INGGIT KO KAY ATE GIRL UMAAPAW 🤣🤣","2020-05-25T09:19:29.000Z"
"@gmawowowin 0⃣9⃣3⃣0⃣  3⃣1⃣8⃣  8⃣6⃣8⃣1⃣
MARIPOL SEBASTIAN 
LAS PIÑAS CITY 
#Shopee #Frontrow 
#Gencee #Plemex
#tutoktowinGMA 
#ShopeeShakeToWinSaWowowin","2020-05-25T09:19:29.000Z"
"Para kong binagsakan ng langit at lupa","2020-05-25T09:19:30.000Z"
"@beenjyu Thank you always palangga 🧡 I love youuuuu💓","2020-05-25T09:19:30.000Z"
"Mindfulness chill mood on a afternoon coffee ☕ with an peaceful divine spiritually tracks today ☁️

Happy #UnbreakableMonday afternoon! 💛

Sami Yusuf: The Essence of Mindfulness
(https://t.co/bdxTSWY2a0) https://t.co/nDj4MBRYPm","2020-05-25T09:19:30.000Z"
"ganahan ko i complete ang premium photos fuck","2020-05-25T09:19:32.000Z"
"@ddicolen HAHAHAHA FROM M TO L AKO ATE","2020-05-25T09:19:33.000Z"
"Sana hyper ka pa din","2020-05-25T09:19:34.000Z"
"Hindi ako pwede mang prank call hayp nayan nauuna tawa ko","2020-05-25T09:19:36.000Z"
"Proud to be the 3rd viewer I guess 😂

It’s so weird that Baekhyun has always been one of my favorites in exo but never my bias (???) or ganon nadin pala yon hahasksksks pero mahal na mahal ko exo, they really have a special place in my heart ♥️ https://t.co/FI0xOT08fH","2020-05-25T09:19:37.000Z"
"MAHAL KO NA SYA MAAAAA https://t.co/Iq0oH6vDpY","2020-05-25T09:19:38.000Z"
"We let you go, but you need to leave us https://t.co/k03q1B3HYU","2020-05-25T09:19:41.000Z"
"@L0velyL0ey HAHAHAHAHA. ANG HIRAP KUMALMA. 🤣","2020-05-25T09:19:44.000Z"
"Sarap makitulog sa kwarto ni mame naka ac HAHAHHAHA","2020-05-25T09:19:45.000Z"
"nakakatuwa lang mabasa sa plaza goodvibes another talent sino gusto magpagupit

BARBER NA SI MAYMAY https://t.co/yWdwYruKoh","2020-05-25T09:19:48.000Z"
"Feeling ko talaga mag kasama silang lahat..","2020-05-25T09:19:49.000Z"
"@mrygbrllgrnfl BAKA MAGORDER NA DIN TO ONLINE NG HINDI SINASABI KELA MOMMY. MANA DAW SAKIN EH","2020-05-25T09:19:51.000Z"
"Stereotypes and how to break the stigma.","2020-05-25T09:19:51.000Z"
"@jeremiiiaaah @iamharoun HAHAHAHAHAHA slack naman ang uban pud Jem charot hahahaha","2020-05-25T09:19:51.000Z"
"What if naay mag-chat?

“Naga baligya ka’g pantalon, sir?”

Department store ko, dai?","2020-05-25T09:19:53.000Z"
"Just woke up. Grabe nga tulogay 😂","2020-05-25T09:19:53.000Z"
"Lami kaayo ako tog ba nya binuangan lang kos ako mga igsuon nga naay nangeta nako pisteng yawa","2020-05-25T09:19:54.000Z"
"Nauurat na ako dito sa katatayo ko.","2020-05-25T09:19:55.000Z"
"Pag ikaw talaga napuruhan.","2020-05-25T09:19:56.000Z"
"naka deact","2020-05-25T09:19:59.000Z"
"UBOS","2020-05-25T09:19:59.000Z"
"tinry ko ilang beses DLSU talaga ejdjsjkdkskd https://t.co/2mI33psI1h","2020-05-25T09:20:02.000Z"
"Miss my og bb ghorl 🥺
Luv u @maxine_mrtnz https://t.co/iDvuA37Ha3","2020-05-25T09:20:03.000Z"
"Oh, right that’s why I have 43 pending app updates. We just got iOS 13.5 a few days ago.","2020-05-25T09:20:04.000Z"
"#Tutoktowinsawowowin, shopee waiting po,09202360585, From Camia St Agham Rd Barangay Central Diliman Quezon City kuyawill., shopee://youtu.be/3Jn6Vc-xBpY","2020-05-25T09:20:04.000Z"
"@daaniicaajae Taray iba talaga kapag may inspirasyon hahaha kinikilig habang naglalaro haha","2020-05-25T09:20:04.000Z"
"@pusitronic @Victorious_0410 Luhhhh bakit? Ndi ka masyado nag iinom ng water? And diet?","2020-05-25T09:20:08.000Z"
"got me feeling like pop rock, strawberry, bubble gum 🎶","2020-05-25T09:20:08.000Z"
"😍😍😍😍😍😍😍😍 https://t.co/HlYjehWzMm","2020-05-25T09:20:08.000Z"
"GANDA MARE🤧❤️ https://t.co/y67fszACPq","2020-05-25T09:20:09.000Z"
"AaaAaaaAcKkkkkkkkkkkkk https://t.co/zwGx6WSEur","2020-05-25T09:20:09.000Z"
"Iloveyou &amp; imissyou🥺💕 https://t.co/kFoTt1JjO6","2020-05-25T09:20:09.000Z"
"@teszhamari Si.","2020-05-25T09:20:10.000Z"
"Uy edi kilala mo na kung sino nag drawing ng poring sa notebook mo noon? Hahahahahahaahahahaha 😂😂😂","2020-05-25T09:20:11.000Z"
"@evemanlimbana dakoa na kyo oy hahahahaha sanaol","2020-05-25T09:20:11.000Z"
"Parang ayoko na mag Facebook puro pagkain nakikita ko 😔","2020-05-25T09:20:11.000Z"
"ibus, cocoa and mangga. kaperfect ba","2020-05-25T09:20:12.000Z"
"Aww🥺THANK U!HAHA https://t.co/c4bw1g75ty","2020-05-25T09:20:13.000Z"
"You too💙💙💙 https://t.co/Ad0PvjXYjJ","2020-05-25T09:20:14.000Z"
"Imyt 🥺 https://t.co/WsHuRnzaPH","2020-05-25T09:20:14.000Z"
"Gusto mong maiyak bigla pero kailangan mo magpanggap na okay ka lang 💔🥺","2020-05-25T09:20:14.000Z"
"OMG❤️ Park Shin Hyee❤️ https://t.co/QjMsXRRRDw","2020-05-25T09:20:15.000Z"
"Gusto ko lang maging masaya.","2020-05-25T09:20:15.000Z"
"iba yung kaba pag si @ralganes nag chachat 😂","2020-05-25T09:20:15.000Z"
"Pasikat ba kaayo ani na acc oy jusq stop impersonating people for fame !! https://t.co/9Jsoy1jDcd","2020-05-25T09:20:18.000Z"
"@MidasExclusives @Morning73052932 @luckyMizzy","2020-05-25T09:20:19.000Z"
"Putteeeek talaga 😞 pero kaya yan tiis lang","2020-05-25T09:20:19.000Z"
"@abcdesaaaa ELENA","2020-05-25T09:20:19.000Z"
"ngano naay ingani nga lalaki no? Akong uyab tagbaw ug bahug sako para mas mudako akong bilbil unya naa na syay toy!animal man diay mo! https://t.co/kFcS8hD34c","2020-05-25T09:20:19.000Z"
"scholarship over a stupid relationship","2020-05-25T09:20:20.000Z"
"Sige lg manira ka lg wala akong pake HAHAHAHAHAHAHAHAHA","2020-05-25T09:20:20.000Z"
"@iyaycruz wuw. You're dragging the awesome me instead of dragging the toxic people in your life huh? https://t.co/gxN8JZNjrQ","2020-05-25T09:20:21.000Z"
"Huhu. Kalihukan na bia kaayo ani akong toddler tapos taped ang diaper. Dili pants. Hahaha. Kalisod jud pag dili ako ang mag-grocery. 🤣😂🤣","2020-05-25T09:20:23.000Z"
"bat kasi di nalang tayo?","2020-05-25T09:20:24.000Z"
"@_hezekiahrain Sorry na boss☹️","2020-05-25T09:20:25.000Z"
"@hyasrodriguez hays, defresh kakadeliver","2020-05-25T09:20:25.000Z"
"Mia na balik Bukidnon oyps","2020-05-25T09:20:26.000Z"
"Legit yung bigla ka nalang matutulala, tas biglang patak ng luha.","2020-05-25T09:20:26.000Z"
",,,,,,,,,,,,,,,,,,same https://t.co/ITHUfqbB2p","2020-05-25T09:20:26.000Z"
"let us all be mindful and check on each other’s health, physical and mental.","2020-05-25T09:20:26.000Z"
"HAHAHAHAHA MANIGAS KAYO SA INGGIT 🤣🤣🤣 https://t.co/LUqYIPYIwk","2020-05-25T09:20:27.000Z"
"Seryoso wings prepo lang talaga gusto ko pag scroll ko ulit bakit madami na sila 🙃

JK, Chim wings prepo and JK pickets https://t.co/2mkYiPTxlL","2020-05-25T09:20:27.000Z"
"SPOTIFY - R U Ridin’?

https://t.co/kT5l301Jtl

#백현  #BAEKHYUN  #엑소 #EXO #weareoneEXO #Delight  #Candy #BAEKHYUN_Candy  #큥이_에리_기가막힌_케미스트리 https://t.co/HU28oGVkEv","2020-05-25T09:20:28.000Z"
"Di ko talaga akalain na maaadik ako sa ML! Packing covid kasi yan! HAHAHAHA https://t.co/vDcJih86QR","2020-05-25T09:20:31.000Z"
"@MudBlood_0118 Oh yes! Emma Roberts was really great! And Sara Paulson too 😊","2020-05-25T09:20:35.000Z"
"AKO NA AKO. MOTIVATION KO DITO SI TINKER BELL OK FIGHT ME https://t.co/ZwZWReFQUC","2020-05-25T09:20:35.000Z"
"Mamaya ko nanamnamin mga kanta mo baek!!","2020-05-25T09:20:36.000Z"
"Fuck that bitch my face wasn’t in it","2020-05-25T09:20:37.000Z"
"Out na pala sya!!! https://t.co/4idvHydo06","2020-05-25T09:20:38.000Z"
"gigil ako kanina e HAHAHAHAA","2020-05-25T09:20:38.000Z"
"SANA ALL NATITIGAN NG GANYAN NG NAG IISANG BAEKHYUN! Hahaha

#백현  #BAEKHYUN  #엑소 #EXO #weareoneEXO #Delight  #Candy #BAEKHYUN_Candy  #큥이_에리_기가막힌_케미스트리 

 https://t.co/AYPsCJldZY","2020-05-25T09:20:38.000Z"
"just being random...
lex: sakit akong ulo
me: *ignoring him
lex: SAKIT AKONG ULO!! *pinashout
me: *still ignoring him busy ko duwa township 🤪
lex: TABANGI KO PLEASE!!!!!!🤯
me: LOL

magpamasahe diay siya oi. tawn pod😆 @lexalinsod 😘","2020-05-25T09:20:43.000Z"
"26th 💕😍🎂🍝🍨 @ Binalonan, Pangasinan https://t.co/GBlhENJwup","2020-05-25T09:20:43.000Z"
"THIS IS THE DREAM https://t.co/nVyKoPckMe","2020-05-25T09:20:44.000Z"
"KIYOKO-SAAAAAN
Kessen Spirit by HoneyWorks feat. CHiCO https://t.co/a3AI9Y0lwL","2020-05-25T09:20:44.000Z"
"@owwmiguell iro HAHHAHHAHHA","2020-05-25T09:20:46.000Z"
"earth is such a cutie https://t.co/knsWkA3zJX","2020-05-25T09:20:47.000Z"
"Luh balakayojan ☹️❤️❤️❤️ https://t.co/lG7nRiEBYl","2020-05-25T09:20:47.000Z"
"@harleneadv tingin nga ako hahahahahahaha","2020-05-25T09:20:47.000Z"
"1st ever war pero kalaban ko naka TH 8 na tapos ako TH 5 pa lang HAHAHAHAHAHAHAHA","2020-05-25T09:20:48.000Z"
"Tangina talagaaaaaaa @B_hundred_Hyun Nakakainis bat naman ganto. Grabe atake moooo https://t.co/0AcS7v3ovV","2020-05-25T09:20:48.000Z"
"unbothered QUEEN and that’s on PERIODT. #RainOnMe https://t.co/cRSgAX4Cnl","2020-05-25T09:20:48.000Z"
"Forgot how my face looks like without glasses. For documentation purpose only. https://t.co/hmKzFatTAy","2020-05-25T09:20:49.000Z"
"ugh kalami sa lechooon","2020-05-25T09:20:51.000Z"
"TITA YUNG ANAK MO TINATAWANAN AKO 🤣🙄❤️ https://t.co/HBDCw7xACU","2020-05-25T09:20:53.000Z"
"👽 https://t.co/Y2jfinTFF0","2020-05-25T09:20:53.000Z"
"Kuya wil sana mapili mo ako kc 2 months na po akong no work no pay para may ipadala ako sa nanay ko at start ng small business","2020-05-25T09:20:56.000Z"
"Looks like whatever’s happening in our government is also happening elsewhere. https://t.co/GeYDf1XuYp","2020-05-25T09:20:57.000Z"
"😔🤘🏽 https://t.co/m6O3tMhiHM","2020-05-25T09:20:58.000Z"
"ANG MAHAL MO NAMAN https://t.co/6n0nTzR1Sx","2020-05-25T09:20:59.000Z"
"HOLY SIETTTT https://t.co/pNGp5Vi7nw","2020-05-25T09:20:59.000Z"
"Love is patient.","2020-05-25T09:21:00.000Z"
"@kimnamjoonpls Baka di pa nalalagay lahat parang konti pa yun eh","2020-05-25T09:21:00.000Z"
"Kelan ba matatapod itong pandemic na to. Nakalimutan ko na lass ng alak.","2020-05-25T09:21:00.000Z"
"Ang tanga tanga ko sayo. 💀","2020-05-25T09:21:02.000Z"
"@iamharoun @jeremiiiaaah Mas confirmed patong senior kesa sa nagtender ug RL charot hahahahahahahahaha","2020-05-25T09:21:02.000Z"
"at ayun nagyaya na nga sila tita ic uminom HAHAHHAHAHAHAHA BABA NA KAYA KO","2020-05-25T09:20:58.000Z"
"#BAEKHYUN_CANDY #Delight https://t.co/l8bmljT698","2020-05-25T09:21:04.000Z"
"@_jowly Di naman ako liar. Wuw. 😜","2020-05-25T09:21:05.000Z"
"Tabaaang https://t.co/nKlSNGXeWe","2020-05-25T09:21:07.000Z"
"Sending my virtual HUG and PRAYER for you @BTOB_ILL 💙
Always remember, BTOB &amp; Melody is ALWAYS here for you... FIGHTING! https://t.co/bzw0LmEHHk","2020-05-25T09:21:07.000Z"
"@GreyHuMin Ohhhhhh.. Sayang ndi ko naabutan yung kainitan... Hahaha.. Na windang din ba pati kayo nila kuya Ed?","2020-05-25T09:21:08.000Z"
"ubos agad data pota","2020-05-25T09:21:08.000Z"
"#여자친구 #GFRIEND  My first #BuddySelcaDay  

Working on a holiday with the cutest bunny 😉 https://t.co/SfquptaOYB","2020-05-25T09:21:08.000Z"
"Down to it’s last episode. Huhu bess","2020-05-25T09:21:09.000Z"
"@StarCinema Ganda","2020-05-25T09:21:09.000Z"
"@sasoybean Hahahahhahahahaha today po start ng booking","2020-05-25T09:21:09.000Z"
"natae na sa dami 😆😆","2020-05-25T09:21:09.000Z"
"Pag walang alam, tahimik nalang.","2020-05-25T09:21:10.000Z"
"Why he suddenly Reminds me of Thada https://t.co/XG74QuzH1b","2020-05-25T09:21:10.000Z"
"Tangina lahat na lang! No wonder a lot of businesses are leaving the Philippines! https://t.co/hlDOrEytOm","2020-05-25T09:21:10.000Z"
"The entire album is a bop!!! Festive!! 🍓🎉🍬🍭

#백현 
#BAEKHYUN
#Delight 
#BAEKHYUN_Candy 
#큥이_에리_기가막힌_케미스트리","2020-05-25T09:21:10.000Z"
"@thefredalvaro @angelannmp WTF KALA KO BUNTIS SI @JustSarahG dahil dito - CONGRATULATIONS SARAHG","2020-05-25T09:21:10.000Z"
"https://t.co/vXQmBqZVHi","2020-05-25T09:21:11.000Z"
"#NoPressure https://t.co/218HQwYMXn","2020-05-25T09:21:13.000Z"
"Chewy Chunky Bittersweet Chocolate Oatmeal Raisin Cookies (Sorry ang haba ng title) 🍪 #legit

Ready na po for pickup via Grab and Lalamove to be shouldered by the buyer. PM is the key.… https://t.co/h8EK9PsJhJ","2020-05-25T09:21:16.000Z"
"@donnypangilinan apaka cute ❤️❤️❤️❤️","2020-05-25T09:21:16.000Z"
"@benedictowelmar @cherrioss Waley date. Estimated mid june to july.","2020-05-25T09:21:16.000Z"
"@zeusfelixthecat Si @Hoy_Aina daw sana","2020-05-25T09:21:16.000Z"
"@itsdhennmarkkk @dayanaroseb","2020-05-25T09:21:17.000Z"
"AJSHSJSJS ano kaya pakiramdam ni ate gorl. https://t.co/JAqt1iS7v6","2020-05-25T09:21:18.000Z"
"Naka repeat pala melon ko ngayon ko lang napansin 🤣🤣😅","2020-05-25T09:21:19.000Z"
"@ayishuh sorry po maam remolano bagsak mo na ko huhuhu","2020-05-25T09:21:19.000Z"
"King Baekhyun sitting at the top #BAEKHYUN_Candy https://t.co/fO9cDL5uWa","2020-05-25T09:21:21.000Z"
"san kaya may balot 🥺","2020-05-25T09:21:23.000Z"
"Sup mga viviy's? Grocery muna ako 😅 https://t.co/rgxWmD36nW","2020-05-25T09:21:23.000Z"
"Papakidnap nalang talaga kay Radleigh 🤭😅 https://t.co/3sKBBdMu5t","2020-05-25T09:21:23.000Z"
"@AireDiah Hahahahahaha ngeeee 😂","2020-05-25T09:21:24.000Z"
"solo gaming","2020-05-25T09:21:24.000Z"
"https://t.co/Wcr10Wfwj8","2020-05-25T09:21:25.000Z"
"So much love 💕💕💕 Shit worth the wait https://t.co/w01m5tq3mQ","2020-05-25T09:21:27.000Z"
"ako nanaman mali tangina","2020-05-25T09:21:27.000Z"
"tuwan tuwa natalo ako HAHAHAHHSHSHS","2020-05-25T09:21:28.000Z"
"https://t.co/4UZUSMqumG","2020-05-25T09:21:28.000Z"
"Add To Cart, Add To Cart, Add To Cart, Add To Cart...Pero hindi mo macheck out!!! 🤣🤣🤣","2020-05-25T09:21:29.000Z"
"@MaamSyj Maraming beses nag blackout. Para mag restart, kulang ang korienteng binabayad. Malamang high tension wire na pang electric shock na pampagising?","2020-05-25T09:21:31.000Z"
"On my husband's defense, ngano man gud daw naa pay taped na XL. Hahaha. Samok. Tapos ang gipalit na crispy fry murag naa mi carenderia!!!","2020-05-25T09:21:31.000Z"
"ANUNA https://t.co/3vsABYyjBn","2020-05-25T09:21:32.000Z"
"BARATOHAS WINGS PREMIUM PHOTO","2020-05-25T09:21:33.000Z"
"Nobody gets on top alone. 
The higher I climb in this ladder of life, the more I need a stronger support system to count on.","2020-05-25T09:21:35.000Z"
"Mag jump rope na koooo yayyyyy ugma nalang 😅","2020-05-25T09:21:35.000Z"
"Hi baka magustuhan mo vector art ko para sayo haha https://t.co/vJvBqOWVMF","2020-05-25T09:21:35.000Z"
"yawa lagi ning lake nga ni piste oy lisod baya mag build og self confidence tas anion ra ggo toxic ra kayka dong https://t.co/kL9ZgioBTO","2020-05-25T09:21:36.000Z"
"apakasexy amp 🥺❤️ https://t.co/c2d5J8ZzeR","2020-05-25T09:21:36.000Z"
"It's closer to the truth to say you can't get enough. You know you're gonna have to face it, you're addicted to love. 🎶","2020-05-25T09:21:37.000Z"
"photos out of boredom ‼️ https://t.co/2vMieG6741","2020-05-25T09:21:40.000Z"
"i'll but the album on itunes bahala na si mama 😅😅😅","2020-05-25T09:21:41.000Z"
"Tats ❤","2020-05-25T09:21:41.000Z"
"@gmawowowin Tutoktowin sawowowin Bernadette Datiles catanauan Quezon province#09674313003 sana PO matawagan nyo den kame good bless PO","2020-05-25T09:21:41.000Z"
"Betcha 2.0 INDEED!!!  https://t.co/sW7iek8CMl","2020-05-25T09:21:43.000Z"
"Ano sabi mo naka porma ako sa bahay?? ulol pambahay ko lg talaga to hahaha  palibhasa dugyot ng pambahay mo e hahahaha opss","2020-05-25T09:21:43.000Z"
"Quarantine Food ‼️‼️‼️
Chicken Curry 💯
📸 @FaithDolendo 

#QuarantineFood #HomeMade #ChickenCurry #Curry #PinoyFood https://t.co/GRWHSRZWA4","2020-05-25T09:21:43.000Z"
"Ang gwapo nya dito😳😍😍 https://t.co/vYsZFtTDLY","2020-05-25T09:21:44.000Z"
"@Mscathygonzaga Sarap","2020-05-25T09:21:44.000Z"
"@clrsskeith @anngeeelieee For sure!","2020-05-25T09:21:47.000Z"
"Tinolang Manok 🥰 chef na ko hahahahahaha","2020-05-25T09:21:49.000Z"
"GRABEEEE.

#백현  #BAEKHYUN  #엑소 #EXO #weareoneEXO #Delight  #Candy #BAEKHYUN_Candy  #큥이_에리_기가막힌_케미스트리 https://t.co/nph0g9gWd9","2020-05-25T09:21:50.000Z"
"Hi Crux. E heart bi.💖😁🤣 https://t.co/tv1bjAqKt1","2020-05-25T09:21:50.000Z"
"Gustong gusto umuwi ng father ko, gusto rin namin siya makasama pero sa sistema ng quarantine baka yung bakasyon niya e di rin namin siya makapiling https://t.co/8IesehIl4l","2020-05-25T09:21:50.000Z"
"HINDI PA AKO NATUTO HAHAHA 🙃","2020-05-25T09:21:53.000Z"
"@L0velyL0ey MAGWALA NA TAYO!!! HAHAHAHA. DI AKO MAKAPILI NG FAVORITE SA BUONG ALBUM!!! SOBRANG BOP!! 🍬","2020-05-25T09:21:55.000Z"
"hindot👀 https://t.co/Pc0Xgwd5jC","2020-05-25T09:21:55.000Z"
"ang tigas na ulit ng buhok ko hahaha :(","2020-05-25T09:21:55.000Z"
"https://t.co/otASlEc8Ep","2020-05-25T09:21:56.000Z"
"hulihin niyo na ako https://t.co/nK7QYkSa6r","2020-05-25T09:21:56.000Z"
"https://t.co/t0HRBHiOVx","2020-05-25T09:21:56.000Z"
"Luh bigla nalang nag lolove you 'to ❤😳","2020-05-25T09:21:59.000Z"
"OMG!!! NUNG NAGSTART AKO NETO HANGGANG KAHAPON WALA PA TO EH TOP 10 LOL PERO MISS KO NA SI STEVEN ☹️ https://t.co/s6PAZMqot9","2020-05-25T09:22:01.000Z"
"Miss u☹ https://t.co/I7Nu0Y2yjh","2020-05-25T09:22:01.000Z"
"@Mscathygonzaga Pahingi idol","2020-05-25T09:22:01.000Z"
"@imungMama DI KA TITIGIL????? https://t.co/5L3RaI5r6P","2020-05-25T09:21:59.000Z"
"Awit https://t.co/cNULFCSW3i","2020-05-25T09:22:02.000Z"
"@mulbyeongjali Anong nickname?","2020-05-25T09:22:03.000Z"
"@aeiou_abie Tanga pupunta kami","2020-05-25T09:22:03.000Z"
"Hahaha https://t.co/xLpp6tTh5C","2020-05-25T09:22:03.000Z"
"You were my Peter Pan and I was your Tinker Bell whom you left for Wendy.","2020-05-25T09:22:04.000Z"
"@__lilydnain Nasib baik juga. Dah baca juga yg tadi yg dorang ni sudah lama dikuarantin","2020-05-25T09:22:04.000Z"
"https://t.co/Z9mHVlI3Ra","2020-05-25T09:22:04.000Z"
"@clarisecenteno Puro  chocolate ako hahahahhahaha","2020-05-25T09:22:06.000Z"
"@Jademcallos Tara duo","2020-05-25T09:22:06.000Z"
"SPOTIFY - Bungee

https://t.co/kT5l301Jtl

#백현  #BAEKHYUN  #엑소 #EXO #weareoneEXO #Delight  #Candy #BAEKHYUN_Candy  #큥이_에리_기가막힌_케미스트리 https://t.co/yxYtXyAJra","2020-05-25T09:22:06.000Z"
"yung nililibang mo na yung sarili mo, wag mo lang maalala yung sakit.","2020-05-25T09:22:07.000Z"
"Pang bili na ng rim set, naging pang tubos pa ng lisensya HAHAHAH","2020-05-25T09:22:07.000Z"
"Hindi ko naman first time mag mens pero parang bakit nag aalala pamilya ko at napaka caring nila sakin ngayon","2020-05-25T09:22:08.000Z"
"aray ayaw na talaga

pucha ka kasi brian kakadelay mo yan ayaw na ng explanation mo, magdusa ka ngayon https://t.co/nylSyz8IvA","2020-05-25T09:22:09.000Z"
"@KaithCastillo Nako, inabot na ako ng 5years kaka-""wag muna, tiis lang"" hahahaha","2020-05-25T09:22:10.000Z"
"kinakabahan na ako😭🤧🙏🙏🙏#백현 #BAEKHYUN #엑소 #EXO #weareoneEXO #Delight #Candy #큥이_에리_기가막힌_케미스트리 @weareoneEXO @B_hundred_Hyun https://t.co/dLsPpQLIJC","2020-05-25T09:22:10.000Z"
"Kung dili na gali ka balikan, ayaw na pamugos. Free yourself, bhoy. Kung kamo, kamo gyod.","2020-05-25T09:22:10.000Z"
