"text","created_at"
"‼️‼️‼️‼️‼️‼️ https://t.co/XAxq0qNAQw","2020-05-25T09:22:14.000Z"
"I am raising money for Help fund mylene's medical expenses. Click to Donate:  https://t.co/L4aZ7vsJYj via @gofundme","2020-05-25T09:22:15.000Z"
"Only Beakhyun could pull of that upside-down 👕 and still look oh so hot!!! @B_hundred_Hyun https://t.co/ITRvl8davs","2020-05-25T09:22:16.000Z"
"@r4riezel Always here for you sis!!! Forever! ❤️","2020-05-25T09:22:18.000Z"
"Long weekend well spent ❤️","2020-05-25T09:22:19.000Z"
"ang wholesome talaga ng goblin grrrrrrrrr
kinikilig ako😩😩🥰","2020-05-25T09:22:19.000Z"
"@kathrnxx Halaaaaa hahahaha masama ba? Cute kaya 😎 nasa laptop na kasi pics natin na iba e ☹️ miss ü madam!!! ❤️ https://t.co/X7tSwIShEr","2020-05-25T09:22:20.000Z"
"@heypolkerson HAHAHAHAHAHAHAHAHA MGA WARRIORS","2020-05-25T09:22:22.000Z"
"you are one of the few things worth remembering🎶","2020-05-25T09:22:24.000Z"
"@GreyHuMin @DadaDr3w @sutilako @pusitronic @blue_topakia69 @health_worker5 @inkedPOZguy @bronzemonkey09 @jake_positive Naka sarado OPD namin Mamang... For admission ba yan? Or Urgent? Pwede sa ER..","2020-05-25T09:22:26.000Z"
"@mxmjms @danielagraceee HAAHAAHAH proven and tested","2020-05-25T09:22:26.000Z"
"Tropa paden keta pero dikana kasama sa tunay!!❤","2020-05-25T09:22:27.000Z"
"#StandWithHongKong

🙏 🙏 🙏","2020-05-25T09:22:29.000Z"
"haaaaaaaaa both :-(( hnng badminton talaga main sport q https://t.co/oEnU1hysEE","2020-05-25T09:22:32.000Z"
"Tanginamo, Sakura","2020-05-25T09:22:33.000Z"
"maka bwisit og pirme kauban, pero’g malayu mingaw kaayu. https://t.co/Zx0HzwUdkL","2020-05-25T09:22:33.000Z"
"@_andreaaaaxx https://t.co/VRSlWo4CjM","2020-05-25T09:22:34.000Z"
"when memories hit you, it hurts.","2020-05-25T09:22:35.000Z"
"Morals tinuturo pero di na aapply sa sarili. oOf https://t.co/4Z0EQrDK1H","2020-05-25T09:22:35.000Z"
"goshhhhhhhhhhhhhhhh https://t.co/7Gru2y3sNA","2020-05-25T09:22:36.000Z"
"😭
#백현 #BAEKHYUN #엑소 #EXO #weareoneEXO #Delight #Candy #큥이_에리_기가막힌_케미스트리 @weareoneEXO @B_hundred_Hyun https://t.co/HjJvBi4W9j","2020-05-25T09:22:37.000Z"
"@Yepiiie @___m_chael ang laki ng contribution nyo para makamit to!!! https://t.co/GIbVIhg0xo","2020-05-25T09:22:39.000Z"
"Ang sakit ng ulo ko","2020-05-25T09:22:41.000Z"
"@PhilstarNews Uy pakisabi po bawal ang fake news ha!! May Bayanihan Act tayo remember o exempted na naman sila??","2020-05-25T09:22:41.000Z"
"Walang kwentang anime yung Koi to Uso tsk","2020-05-25T09:22:41.000Z"
"Odiba ilang oras at ilang takes pero wala akong matinong vid. Ayoko na! 😂","2020-05-25T09:22:48.000Z"
"pleasing everbody, no that's not my thing. Go and think what u want to. And I'll respect and accept it 😘","2020-05-25T09:22:48.000Z"
"Humana jud maglabor sa panday, bai di jud dali diay mahimong construction worker. Maong idol jud ni sila na mga trabahante ay","2020-05-25T09:22:49.000Z"
"@kkyaanaaaaa UP 🥺","2020-05-25T09:22:49.000Z"
"@GreyHuMin @DadaDr3w @sutilako @pusitronic @blue_topakia69 @health_worker5 @inkedPOZguy @bronzemonkey09 @jake_positive Kuya @DadaDr3w urgent po ba? For emergency?","2020-05-25T09:22:49.000Z"
"@broadbrowss @KarminePH UNSA MANI DOH HAHAHA","2020-05-25T09:22:51.000Z"
"HAYLEY! 🌸 https://t.co/WT6e5ra0KF","2020-05-25T09:22:52.000Z"
"Magluto kog fried chicken everyday or tanang gulay iligo nakog crispy fry para mahurot ning gipalit sakong bana. Hahahaha. Kadaghan!!!!","2020-05-25T09:22:52.000Z"
"Hahahaha totoo https://t.co/SkWZkHF2DI","2020-05-25T09:22:54.000Z"
"@janreanne_ @BigHitEnt Mag mini pc ka na lang. hahahahaha","2020-05-25T09:22:54.000Z"
"@RjayAgbon @JamesAyuson Dalaw ako s condo nyo balang araw 😅😘","2020-05-25T09:22:55.000Z"
"Yawa ka ulit jod kog hunahuna bay.","2020-05-25T09:22:55.000Z"
"@loeynibaek Yes po","2020-05-25T09:22:58.000Z"
"https://t.co/tCqowLVS9K","2020-05-25T09:23:00.000Z"
"😂🤣😂 https://t.co/9z6PoB5FvO","2020-05-25T09:23:00.000Z"
"ive been yawning all day","2020-05-25T09:23:00.000Z"
"SANDALEEEEE. KINIKILIG AKOOOO PUTA. AUTHOR NIM IBALIK MO MGA LUHA KO https://t.co/JdWbByfxOY","2020-05-25T09:23:06.000Z"
"Mga tanga https://t.co/YoiPm8cTJn","2020-05-25T09:23:06.000Z"
"Akala ko yung kaligayahan na nararamdaman ko dati panaginip lang pala lahat. 😞😞😞","2020-05-25T09:23:07.000Z"
"Gi ignan nga 5pm mag close, mu insist pa jud na 7pm mi. Gahig ulo! 🤬","2020-05-25T09:23:07.000Z"
"SO PROUD OF YOUUUU https://t.co/5X9EEojtfh","2020-05-25T09:23:07.000Z"
"@grcbueno Siya may pinakalami gyud sa ilaha bai","2020-05-25T09:23:09.000Z"
"ludop ludop","2020-05-25T09:23:10.000Z"
"Ngangayon lang ulit kami nagusap","2020-05-25T09:23:13.000Z"
"@chustynnn paano ba kase pumunta nyeta","2020-05-25T09:23:14.000Z"
"@cheeydee @B_hundred_Hyun @weareoneEXO I'M DED","2020-05-25T09:23:15.000Z"
"nagtatalo kami ng kapatid ko sa ipad, dahil bet nya panuorin twice (oo ONCE sya 😑) at ngayon ko lang nalaman.","2020-05-25T09:23:16.000Z"
"Sheeeetttt 😭😭😭♥️♥️♥️ https://t.co/yDM1a8hMTD","2020-05-25T09:23:17.000Z"
"kulitin ko muna si janelle HAHAHAHAHAHAHAHAHA","2020-05-25T09:23:18.000Z"
"@nikko_sh https://t.co/BIsHPhgZue","2020-05-25T09:23:19.000Z"
"@pusitronic @Victorious_0410 Kailan TOHHH? 😣😣😣😣","2020-05-25T09:23:19.000Z"
"""Any first words?"" 🤣🤣🤣 https://t.co/JHifuYQQXJ","2020-05-25T09:23:23.000Z"
"Kailangan ko na atang maghubad sa mga pics ko para mapansin ni crush potek","2020-05-25T09:23:24.000Z"
"@L0velyL0ey OMG!!! I LOVE GHOST!!!! 😭😭😭😭😭","2020-05-25T09:23:25.000Z"
"@Katrinayuuuu Kalabasa fries bessy","2020-05-25T09:23:25.000Z"
"ep. 9 
what it means to cross the line.. https://t.co/2tXq8MR3mc","2020-05-25T09:23:25.000Z"
"sana all may ganto https://t.co/ZwSCeAxkpk","2020-05-25T09:23:26.000Z"
"@elladenise10 Minsan nga lang","2020-05-25T09:23:26.000Z"
"@alyyy_94 @B_hundred_Hyun @weareoneEXO WAA HINDI KO NA ALAM MARARAMDAMAN KO SA ALBUM NA TO","2020-05-25T09:23:26.000Z"
"Wait lang imagine EXO's dancing to this candy!! Mygad","2020-05-25T09:23:27.000Z"
"سوق مدينه باقيو الشعبي     Baqiu City Market Popular
#2012
#baqiupi  #city  #marketingdigital  #popular  #populares  #baqiupitas @ Bagiuo Philippines, the City of Pines https://t.co/PM1rCyWynR","2020-05-25T09:23:29.000Z"
"https://t.co/Vk0kJz7i29","2020-05-25T09:23:29.000Z"
"@ejsilahis21 @aeiou_abie Tuts mapag inarti, pumunta na u kina ezay para sabay na kayo","2020-05-25T09:23:32.000Z"
"Thank u sa aking bebe na nag insist na ipag type ako hehe. Big help 💕 @luigiebagsic","2020-05-25T09:23:32.000Z"
"@DrunkenTigerJK yes please","2020-05-25T09:23:34.000Z"
"@clrsskeith @anngeeelieee https://t.co/1z5v1xh1M0","2020-05-25T09:23:34.000Z"
"Parang gusto ko nalang na laging nakakulong sa kwarto :((
#Anxiety https://t.co/Wtop6wv194","2020-05-25T09:23:34.000Z"
"I miss doing this to you. 🥺🥺🥺 https://t.co/mWQ2xCtt9B","2020-05-25T09:23:35.000Z"
"eto yung sinasabi ko. di man siguro ganun sila katanga mga abogado naman yun di ba may napapala kaya walang gawa https://t.co/9aybEaD8zl","2020-05-25T09:23:36.000Z"
"🍍 https://t.co/JDRAz2AGTd","2020-05-25T09:23:38.000Z"
"Ang pangit ng ending HAHAHAHA seryoso ba kayo don","2020-05-25T09:23:39.000Z"
"Goodluck sa 5am shift ani😂😔 sayuha oi 4am call time hahahayss https://t.co/MLcaWm9ObJ","2020-05-25T09:23:40.000Z"
"@ktrnmaem Gurl alam mo yung salitang mapagpanggap HAHAHAHAHAHAHAHA","2020-05-25T09:23:40.000Z"
"@zrhsnz HAHAHAHAHAHAHA PRACTICALITY AT IT'S FINEST ZAR HAHAHAHA SHAT TA BEPS","2020-05-25T09:23:40.000Z"
"May naaamoy ako sa Mayor at sa host na to ah. Nakakagulat eh. Hahahaha Charz. 🙈","2020-05-25T09:23:40.000Z"
"@teamaloffcl bwiset HAHHAHAHAHA","2020-05-25T09:23:41.000Z"
"SPOTIFY - Underwater

https://t.co/kT5l301Jtl

#백현  #BAEKHYUN  #엑소 #EXO #weareoneEXO #Delight  #Candy #BAEKHYUN_Candy  #큥이_에리_기가막힌_케미스트리 https://t.co/DRDhaKFRM3","2020-05-25T09:23:41.000Z"
"jongin dancing candy, I want it!","2020-05-25T09:23:43.000Z"
"Naalala mong ikaw nagdownload ng movie na yun pero di mo alam yung story. Hahaha","2020-05-25T09:23:45.000Z"
"@elliehyukie I'M DED","2020-05-25T09:23:46.000Z"
"@GreyHuMin Hahahahaha.. Chill lang. Pero nag init ka din ba?","2020-05-25T09:23:47.000Z"
"Is this for real? Excited 😂😂😂 https://t.co/qHQ8iGTHaV","2020-05-25T09:23:47.000Z"
"Sulit yung 1 week na pag aantay para dito Viel's Delight Red Velvet Crinkols. 

For inquiries and orders please visit ate vanessabee24 @ Winward Subdivision Dasmarinias Cavite https://t.co/xFq5JvIsJC","2020-05-25T09:23:47.000Z"
"HAHAHAHAHAHAHAHA https://t.co/wC4lobe972","2020-05-25T09:23:49.000Z"
"Eid Mubarak to our Muslim brothers and sisters!","2020-05-25T09:23:49.000Z"
"Nakakainis palagi nalang ako yung inaattack nila kuya dex at shar!!!!","2020-05-25T09:23:49.000Z"
"I couldn't agree more. #TeamBreezy 💯 https://t.co/s15BOe10O5","2020-05-25T09:23:50.000Z"
"snapchat filter 👻 https://t.co/oolyPOsZp4","2020-05-25T09:23:50.000Z"
"“Rheycel kumanta ka nga para umulan.” Wow Ninong ha? 🙄","2020-05-25T09:23:52.000Z"
"@MudBlood_0118 Oh yesss!!! Very subdued yung acting pero yung eyes nya ang tindi. 😍","2020-05-25T09:23:56.000Z"
"Nakakatawa sa Cavite at Laguna trashtalk whahaha.","2020-05-25T09:23:56.000Z"
"@chaiah_ hahahhaha","2020-05-25T09:23:57.000Z"
"𝓼𝓽𝓻𝓮𝓪𝓶 𝓷𝓸𝔀 ✨ #BAEKHYUN_Delight https://t.co/IzTrYZCxTd","2020-05-25T09:23:58.000Z"
"buryong buryo nako tangina","2020-05-25T09:24:00.000Z"
"Ahaka na lipong kos 4 ka rh gahapon oy","2020-05-25T09:24:03.000Z"
"kagwapo gyud ni karma oy","2020-05-25T09:24:03.000Z"
"ka OA ba sa uban naku classmate sailang grado nga naka pasa man sila sa requirements.. hahaiist 😒 mas oa pa sila sa wala kapasa .🙄

SKL✌🏽","2020-05-25T09:24:03.000Z"
"HOY ADD TO CART DIREK JUSKO!!!! ❤❤❤
#ohmando #teamAleKoy isa isa pang please 😍 https://t.co/oSla97gab6","2020-05-25T09:24:05.000Z"
"@amoncawe Deh anj aamin na ko ikaw talaga anj :(((( AHAHHAHAHAHAHAHAHAHA https://t.co/JBBYTntayZ","2020-05-25T09:24:08.000Z"
"@sheenxinshin @ByunGogh_ HINDI AKO UNG TINITIGAN PERO LUSAW NA LUSAW AKO JUSKO BYUN BAEKHYUN PANAGUTAN MO TO 🤣🤣🤣","2020-05-25T09:24:11.000Z"
"https://t.co/bEWyTnqkhj","2020-05-25T09:24:11.000Z"
"Ok naka pa sched nagyud ko huhuhuhu","2020-05-25T09:24:16.000Z"
"Hay lapit na birthday ko ang wish ko sana mawala na ang covid. kahit dina materyal na bagay 🙏🏻🙏🏻","2020-05-25T09:24:17.000Z"
"https://t.co/gGIOrKjGVE","2020-05-25T09:24:21.000Z"
"I just watched the Freak Show and the movie is a reminder to all of us that we dn't need to fake anything just to float in the sea of physical perfection, though all of us, at some point, are scared that we might not be able to fit in and be hated by everyone. STAY YOU. BE PROUD.","2020-05-25T09:24:21.000Z"
"@GradoVictorino sana ol yon pre","2020-05-25T09:24:21.000Z"
"I couldn't believe what I read 😂","2020-05-25T09:24:22.000Z"
"Huhu alex funny hahaha https://t.co/1w5zNManOc","2020-05-25T09:24:24.000Z"
"love me love me, say that you love me","2020-05-25T09:24:24.000Z"
"iyaaaq kalbo kanina e HAHAHAHAHHAHA hays","2020-05-25T09:24:28.000Z"
"Quarantine Food ‼️‼️‼️
Crispy Kare Kare 😋
📸 @FaithDolendo 

#QuarantineFood #HomeMade #KareKare #CrispyKareKare https://t.co/XG3ac991MP","2020-05-25T09:24:27.000Z"
"nakakamiss naman mabitac friends","2020-05-25T09:24:28.000Z"
"I LOVE BUNGEE!! POTA FOR SURE NA@AN WALANG TAPON TO TANGINA 

#BaekhyunOurCandy #BAEKHYUN 
@B_hundred_Hyun @weareoneEXO","2020-05-25T09:24:28.000Z"
"https://t.co/0zX2V47QMX https://t.co/uu3AeN5otB","2020-05-25T09:24:29.000Z"
"Nakakatuwa :)))","2020-05-25T09:24:29.000Z"
"I just watched “Lost girls” and Unforgettable”.","2020-05-25T09:24:29.000Z"
"@maxpeyn17 Thank you so much baby maxyy!! I love you moreee! Stay Boooootyyyful😂😘","2020-05-25T09:24:31.000Z"
"Ganda ganda talaga ng seatmate ko ih 😍😩 https://t.co/Aml1cEiNro","2020-05-25T09:24:32.000Z"
"Nag lagot nagyud ko sakong ngipon dzae","2020-05-25T09:24:35.000Z"
"@nivraalter Please delete this post. Thank you","2020-05-25T09:24:38.000Z"
"All set hahah thank you for helping meeeee","2020-05-25T09:24:38.000Z"
"halo :) laay na gyod kay sya noh, ask me anything!!!!!
https://t.co/dcELIoUS6I","2020-05-25T09:24:39.000Z"
"ka gwapa ❤️ https://t.co/G7g7X4xMny","2020-05-25T09:24:40.000Z"
"@fjbalansay HAHAHAHAHA nag rest na ko oy swito jwu duh","2020-05-25T09:24:41.000Z"
"Pota mukhang babalik kami sa ECQ from GCQ. Balik kweba na naman ba.","2020-05-25T09:24:42.000Z"
"POPPIN NA HUWAAA

#BaekhyunOurCandy #BAEKHYUN 
@B_hundred_Hyun @weareoneEXO","2020-05-25T09:24:43.000Z"
"https://t.co/wrelZbRz13","2020-05-25T09:24:43.000Z"
"Someday. . . Hopefully https://t.co/kCK2zhCdni","2020-05-25T09:24:43.000Z"
"2020 is that bitch!!!! My life!!!! 😭😭😭 https://t.co/PnlPlnAg0k","2020-05-25T09:24:45.000Z"
"Nag tu truth or dare kame putaaaa","2020-05-25T09:24:45.000Z"
"Bakit ang weak ko sa mga singkit? Bilis magmelt ng heart ko. ☺️😊😘","2020-05-25T09:24:46.000Z"
"Gulat ako bigla biglang nasa labas ng bahay namin eh🙈❤️","2020-05-25T09:24:46.000Z"
"🥰 https://t.co/nA2a7uJLnd","2020-05-25T09:24:47.000Z"
"https://t.co/mlgD91kn3A","2020-05-25T09:24:47.000Z"
"dalia ra storyahon rjay oy hahahahahah","2020-05-25T09:24:47.000Z"
"nambawan https://t.co/syYgeBiuHh","2020-05-25T09:24:48.000Z"
"focus on your thing muna, then next mo na problemahin attids ko mwua 😙","2020-05-25T09:24:51.000Z"
"usto ko ramen : (","2020-05-25T09:24:52.000Z"
"nDE KO ALAM KUNG KAY BAEKHYUN BA AKO TITINGIN OR KAY KASPER???? RUPOK DIN VEE???","2020-05-25T09:24:52.000Z"
"Nindot man diay sigeg ml kay di mag sigeg soc med hahahah","2020-05-25T09:24:54.000Z"
"Tinanong ako nung kaibigan ng crush ko kung crush ko daw yung kaibigan nya syempre sinasabi ko hindi. Hahahahaha","2020-05-25T09:24:55.000Z"
"@kathrnxx @RealVonYmor HAHAHAHAHAHAHAH you got it right gurl! HAHAHAHA","2020-05-25T09:24:55.000Z"
"@alyyy_94 @B_hundred_Hyun @weareoneEXO BAEKHYUN AH!! 😭😭😭❤️❤️🤧🤧","2020-05-25T09:24:55.000Z"
"ang lande lande Maxwell!! 😛😛 https://t.co/id4AAjHLeL","2020-05-25T09:24:56.000Z"
"👉👈 https://t.co/iglArlmocB","2020-05-25T09:24:56.000Z"
"Senti sentihan with tj monterde 🎧","2020-05-25T09:24:57.000Z"
"Wag Ang flyers,pag ganitong tigang,🤣,Itaas pa baka may makuha tayong customer dahil BARBER NA SI MAYMAY,haha https://t.co/RXEY4YGnbk","2020-05-25T09:24:57.000Z"
"Goodluck sa kasakit ani shems","2020-05-25T09:24:56.000Z"
"Nag inom lang ako kahapon tapos 65 kilos na ko ulit puta.","2020-05-25T09:24:58.000Z"
"@aeiou_abie @ejsilahis21 Wow ha, Hindi!","2020-05-25T09:25:01.000Z"
"iphone giveaway hahahahaha","2020-05-25T09:25:01.000Z"
"Chill lang!!!

#백현 
#BAEKHYUN 
#EXO 
#Delight 
#Candy #BAEKHYUN_Candy 
#큥이_에리_기가막힌_케미스트리 https://t.co/uW3IzxedIw","2020-05-25T09:25:01.000Z"
"Sa mga di nakaka g. Pm me para niyo ma g https://t.co/jbLce8XNnf","2020-05-25T09:25:02.000Z"
"HAHAHAHAHAHAHA https://t.co/5XqY8HXsLg","2020-05-25T09:25:04.000Z"
"Monday gloomy.","2020-05-25T09:25:04.000Z"
"Every day we lit 💯🔥","2020-05-25T09:25:05.000Z"
"ANONG GINAWA NI ATE GIRL SA PAST LIFE NYA?

#백현  #BAEKHYUN  #엑소 #EXO #weareoneEXO #Delight  #Candy #BAEKHYUN_Candy  #큥이_에리_기가막힌_케미스트리 https://t.co/cSJW4EGNU0","2020-05-25T09:25:05.000Z"
"@yoursalyanna Dubidubidapdap","2020-05-25T09:25:06.000Z"
"@PotentialH7 @wencelx Thank you ate. Ingat ka dyan! 🥰","2020-05-25T09:25:08.000Z"
"I'M DED @B_hundred_Hyun #BAEKHYUN_Candy #Delight","2020-05-25T09:25:10.000Z"
"Leaves // Ben&amp;Ben 🤪❤️ https://t.co/6rCL3Z1LkO","2020-05-25T09:25:10.000Z"
"@imjennnnnnnn wa nimal HAHAHAHAHAH","2020-05-25T09:25:12.000Z"
